V2,V81,V84,V297,V417,V420,V497,V601,V713,V721,V86,V103,V104,V370,V6,V868,V7,V172,V279,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V610
1150,WEIBLICH,38,GESCHIEDEN,NA,NA,362,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,ARBEITSLOS,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,24.8,OFT,OFT,NIE,FAST NIE,IMMER,NIE,IMMER,IMMER,MANCHMAL,MANCHMAL,MANCHMAL,.._duplicated_6
1151,MAENNLICH,57,VERHEIRAT.ZUSAM.LEB.,1300,1250 - 1374 EURO,1400,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,MITTELSCHICHT,36.9,OFT,MANCHMAL,MANCHMAL,OFT,MANCHMAL,NIE,FAST NIE,FAST NIE,MANCHMAL,MANCHMAL,NIE,.._duplicated_7
1152,MAENNLICH,28,LEDIG,1590,1500 - 1749 EURO,1686,EVANG.OHNE FREIKIRCH,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,BREMEN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,26.17,OFT,FAST NIE,MANCHMAL,MANCHMAL,MANCHMAL,NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_7
1153,MAENNLICH,25,LEDIG,NA,NA,NA,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ARBEITER,POLEN,NEIN,SCHLESWIG-HOLSTEIN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,24.15,OFT,NIE,MANCHMAL,OFT,MANCHMAL,OFT,FAST NIE,FAST NIE,FAST NIE,FAST NIE,NIE,.._duplicated_3
1154,WEIBLICH,62,GESCHIEDEN,940,875 - 999 EURO,940,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,MITTLERE REIFE,NEBENHER BERUFSTAE.,NA,DEUTSCHLAND,JA,SACHSEN-ANHALT,NEUE BUNDESLAENDER,MITTELSCHICHT,21.63,OFT,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,OFT,OFT,MANCHMAL,OFT,MANCHMAL,.._duplicated_8
1155,WEIBLICH,53,VERHEIRAT.ZUSAM.LEB.,400,400 - 499 EURO,2250,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,NEBENHER BERUFSTAE.,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,33.46,OFT,NIE,OFT,MANCHMAL,FAST NIE,NIE,FAST NIE,NIE,NIE,NIE,NIE,.._duplicated_9
1156,WEIBLICH,51,VERHEIRAT.ZUSAM.LEB.,400,400 - 499 EURO,1111,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",NEBENHER BERUFSTAE.,NA,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,26.89,MANCHMAL,MANCHMAL,OFT,MANCHMAL,FAST NIE,NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_8
1157,MAENNLICH,56,GESCHIEDEN,1000,1000 - 1124 EURO,1000,AND.CHRISTL.RELIGION,FRUEHER ERWERBSTAETIG,ARBEITSLOS,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,HESSEN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,30.79,MANCHMAL,NIE,OFT,MANCHMAL,NIE,NIE,FAST NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_5
1158,MAENNLICH,20,LEDIG,1200,1125 - 1249 EURO,1200,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,MITTELSCHICHT,20.52,MANCHMAL,MANCHMAL,MANCHMAL,OFT,MANCHMAL,MANCHMAL,FAST NIE,FAST NIE,NIE,NIE,NIE,.._duplicated_8
1159,MAENNLICH,50,VERHEIRAT.ZUSAM.LEB.,NA,1500 - 1749 EURO,708,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,ANDERES LAND,NEIN,EHEM. BERLIN-WEST,ALTE BUNDESLAENDER,MITTELSCHICHT,24.91,FAST NIE,NIE,IMMER,MANCHMAL,MANCHMAL,NIE,MANCHMAL,FAST NIE,NIE,NIE,NIE,.._duplicated_8
1160,WEIBLICH,71,VERHEIRAT.ZUSAM.LEB.,NA,200 - 299 EURO,1417,ROEMISCH-KATHOLISCH,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,NA,MANCHMAL,FAST NIE,MANCHMAL,FAST NIE,OFT,NIE,IMMER,IMMER,NIE,NIE,MANCHMAL,.._duplicated_5
1161,WEIBLICH,52,VERHEIRAT.ZUSAM.LEB.,NA,UNTER 200 EURO,1522,KEINER RELIGIONSGEM.,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,26.12,NIE,NIE,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
1162,WEIBLICH,52,VERHEIRAT.ZUSAM.LEB.,650,625 - 749 EURO,1500,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,NIEDERSACHSEN,ALTE BUNDESLAENDER,MITTELSCHICHT,25.21,MANCHMAL,MANCHMAL,MANCHMAL,MANCHMAL,NIE,NIE,FAST NIE,FAST NIE,NIE,NIE,FAST NIE,.._duplicated_6
1163,MAENNLICH,63,VERHEIRAT.ZUSAM.LEB.,1750,1750 - 1999 EURO,1800,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,MITTELSCHICHT,32.66,FAST NIE,FAST NIE,OFT,OFT,FAST NIE,MANCHMAL,FAST NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,.._duplicated_8
1164,WEIBLICH,35,LEDIG,2600,2500 - 2749 EURO,1933,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,EHEM. BERLIN-OST,NEUE BUNDESLAENDER,MITTELSCHICHT,23.34,MANCHMAL,FAST NIE,OFT,OFT,MANCHMAL,FAST NIE,MANCHMAL,MANCHMAL,MANCHMAL,NIE,NIE,.._duplicated_8
1165,WEIBLICH,72,VERHEIRAT.ZUSAM.LEB.,2500,2500 - 2749 EURO,1750,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,RHEINLAND-PFALZ,ALTE BUNDESLAENDER,MITTELSCHICHT,24.11,OFT,MANCHMAL,MANCHMAL,MANCHMAL,NIE,MANCHMAL,OFT,OFT,MANCHMAL,MANCHMAL,NIE,.._duplicated_8
1166,WEIBLICH,32,VERHEIRAT.ZUSAM.LEB.,810,750 - 874 EURO,2172,EVANG.OHNE FREIKIRCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,23.42,OFT,FAST NIE,OFT,IMMER,FAST NIE,NIE,NIE,NIE,NIE,NIE,MANCHMAL,.._duplicated_7
1167,MAENNLICH,60,VERHEIRAT.ZUSAM.LEB.,1000,1000 - 1124 EURO,1467,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,THUERINGEN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,28.73,OFT,FAST NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_5
1168,MAENNLICH,30,LEDIG,1200,1125 - 1249 EURO,1944,KEINER RELIGIONSGEM.,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,29.41,NIE,FAST NIE,IMMER,IMMER,OFT,NIE,NIE,MANCHMAL,NIE,NIE,NIE,.._duplicated_8
1169,WEIBLICH,44,VERHEIRAT.ZUSAM.LEB.,1000,1000 - 1124 EURO,1174,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,MITTELSCHICHT,34.31,IMMER,OFT,FAST NIE,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
1170,MAENNLICH,49,VERHEIRAT.ZUSAM.LEB.,4800,4000 - 4999 EURO,3000,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,30.12,MANCHMAL,MANCHMAL,MANCHMAL,OFT,NIE,NIE,NIE,NIE,MANCHMAL,FAST NIE,MANCHMAL,.._duplicated_7
1171,WEIBLICH,61,VERHEIRAT.ZUSAM.LEB.,2000,2000 - 2249 EURO,1933,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,MITTELSCHICHT,29.3,FAST NIE,FAST NIE,OFT,MANCHMAL,MANCHMAL,NIE,MANCHMAL,MANCHMAL,FAST NIE,FAST NIE,FAST NIE,.._duplicated_8
1172,MAENNLICH,65,VERHEIRAT.ZUSAM.LEB.,7500,7500 EURO UND MEHR,5147,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,31.35,NIE,MANCHMAL,MANCHMAL,FAST NIE,NIE,MANCHMAL,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_9
1173,MAENNLICH,29,VERHEIRAT.ZUSAM.LEB.,1700,1500 - 1749 EURO,952,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,30.42,MANCHMAL,FAST NIE,OFT,OFT,FAST NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
1174,MAENNLICH,29,LEDIG,2000,2000 - 2249 EURO,2000,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,29.77,OFT,NIE,MANCHMAL,OFT,FAST NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
1175,WEIBLICH,22,LEDIG,450,400 - 499 EURO,1000,AND.NICHT-CHRISTLICH,NA,NA,MITTLERE REIFE,NEBENHER BERUFSTAE.,NA,TUERKEI,NEIN,HESSEN,ALTE BUNDESLAENDER,UNTERSCHICHT,22.43,MANCHMAL,MANCHMAL,FAST NIE,MANCHMAL,OFT,NIE,NIE,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
1176,WEIBLICH,36,LEDIG,1100,1000 - 1124 EURO,1000,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,21.78,IMMER,NIE,MANCHMAL,OFT,NIE,FAST NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1177,MAENNLICH,71,VERHEIRAT.ZUSAM.LEB.,1200,1125 - 1249 EURO,1133,KEINER RELIGIONSGEM.,NIE ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,30.1,NIE,NIE,IMMER,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1178,WEIBLICH,63,VERHEIRAT.ZUSAM.LEB.,770,750 - 874 EURO,2333,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,FACHHOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,16.56,NIE,MANCHMAL,OFT,MANCHMAL,MANCHMAL,NIE,OFT,OFT,MANCHMAL,MANCHMAL,OFT,.._duplicated_8
1179,MAENNLICH,73,VERHEIRAT.ZUSAM.LEB.,940,875 - 999 EURO,1200,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SCHLESWIG-HOLSTEIN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,24.91,NIE,FAST NIE,OFT,MANCHMAL,FAST NIE,NIE,MANCHMAL,MANCHMAL,NIE,NIE,NIE,.._duplicated_8
1180,WEIBLICH,77,VERHEIRAT.ZUSAM.LEB.,900,875 - 999 EURO,1000,EVANG.OHNE FREIKIRCH,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,MITTELSCHICHT,22.96,NIE,NIE,OFT,OFT,MANCHMAL,FAST NIE,MANCHMAL,MANCHMAL,FAST NIE,FAST NIE,NIE,GANZ ZUFRIEDEN
1181,MAENNLICH,69,VERHEIRAT.ZUSAM.LEB.,3000,3000 - 3999 EURO,2667,ROEMISCH-KATHOLISCH,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,22.6,FAST NIE,FAST NIE,OFT,OFT,FAST NIE,NIE,FAST NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1182,MAENNLICH,69,VERHEIRAT.ZUSAM.LEB.,640,625 - 749 EURO,973,KEINER RELIGIONSGEM.,ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NEBENHER BERUFSTAE.,NA,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,ARBEITERSCHICHT,25.7,FAST NIE,NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,GANZ ZUFRIEDEN
1183,WEIBLICH,68,VERHEIRAT.ZUSAM.LEB.,650,625 - 749 EURO,1767,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,27.29,NIE,MANCHMAL,FAST NIE,MANCHMAL,OFT,NIE,MANCHMAL,IMMER,NIE,NIE,NIE,.._duplicated_6
1184,WEIBLICH,54,VERHEIRAT.ZUSAM.LEB.,1850,1750 - 1999 EURO,2000,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,25.16,FAST NIE,NIE,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
1185,MAENNLICH,59,VERHEIRAT.ZUSAM.LEB.,1800,1750 - 1999 EURO,2000,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,28.71,FAST NIE,NIE,OFT,MANCHMAL,FAST NIE,NIE,FAST NIE,NIE,NIE,NIE,NIE,.._duplicated_7
1186,WEIBLICH,71,VERWITWET,1300,1250 - 1374 EURO,NA,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,IM RUHESTAND,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN-ANHALT,NEUE BUNDESLAENDER,ARBEITERSCHICHT,24.44,NIE,NIE,IMMER,IMMER,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
1187,WEIBLICH,85,VERWITWET,1100,1000 - 1124 EURO,1100,EVANG.OHNE FREIKIRCH,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,ARBEITERSCHICHT,25.48,NIE,FAST NIE,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,MANCHMAL,MANCHMAL,NIE,NIE,FAST NIE,.._duplicated_7
1188,WEIBLICH,56,VERHEIRAT.ZUSAM.LEB.,1900,1750 - 1999 EURO,2067,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,ARBEITERSCHICHT,29.36,OFT,FAST NIE,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1189,WEIBLICH,48,VERHEIRAT.ZUSAM.LEB.,900,875 - 999 EURO,1440,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.HALBTAGS,ARBEITER,EHEM. UDSSR,NEIN,BAYERN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,27.24,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,NIE,NIE,FAST NIE,FAST NIE,FAST NIE,FAST NIE,MANCHMAL,.._duplicated_7
1190,WEIBLICH,49,VERHEIRAT.ZUSAM.LEB.,3500,3000 - 3999 EURO,2000,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,AKADEM.FREIER BERUF,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,OBERE MITTELSCHICHT,22.96,OFT,FAST NIE,FAST NIE,MANCHMAL,NIE,NIE,FAST NIE,FAST NIE,MANCHMAL,FAST NIE,FAST NIE,.._duplicated_7
1191,MAENNLICH,66,VERHEIRAT.ZUSAM.LEB.,540,500 - 624 EURO,750,EVANG.OHNE FREIKIRCH,FRUEHER ERWERBSTAETIG,IM RUHESTAND,FACHHOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,20.98,OFT,FAST NIE,OFT,MANCHMAL,OFT,NIE,MANCHMAL,MANCHMAL,FAST NIE,FAST NIE,NIE,.._duplicated_5
1192,WEIBLICH,57,GESCHIEDEN,948,875 - 999 EURO,948,KEINER RELIGIONSGEM.,FRUEHER ERWERBSTAETIG,IM RUHESTAND,MITTLERE REIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,ARBEITERSCHICHT,32.05,NIE,OFT,NIE,NIE,FAST NIE,FAST NIE,IMMER,IMMER,MANCHMAL,MANCHMAL,NIE,.._duplicated_5
1193,MAENNLICH,61,VERHEIRAT.ZUSAM.LEB.,1500,1500 - 1749 EURO,1000,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,25.35,NIE,NIE,MANCHMAL,OFT,MANCHMAL,MANCHMAL,NIE,FAST NIE,NIE,FAST NIE,FAST NIE,.._duplicated_5
1194,MAENNLICH,35,VERHEIRAT.ZUSAM.LEB.,1700,1500 - 1749 EURO,1905,KEINER RELIGIONSGEM.,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,THUERINGEN,NEUE BUNDESLAENDER,MITTELSCHICHT,23.63,FAST NIE,FAST NIE,OFT,OFT,MANCHMAL,NIE,OFT,IMMER,NIE,NIE,NIE,.._duplicated_9
1195,MAENNLICH,81,VERWITWET,1683,1500 - 1749 EURO,1683,ROEMISCH-KATHOLISCH,NA,NA,HOCHSCHULREIFE,NICHT ERWERBSTAETIG,NA,DEUTSCHLAND,JA,SACHSEN,NEUE BUNDESLAENDER,MITTELSCHICHT,27.28,MANCHMAL,OFT,FAST NIE,FAST NIE,NIE,IMMER,OFT,OFT,OFT,OFT,MANCHMAL,.._duplicated_5
1196,MAENNLICH,51,VERHEIRAT.ZUSAM.LEB.,1500,1500 - 1749 EURO,1208,EVANG.OHNE FREIKIRCH,ERWERBSTAETIG,ERWERBSTAETIG,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,26.4,OFT,FAST NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1197,MAENNLICH,41,VERHEIRAT.ZUSAM.LEB.,2500,2500 - 2749 EURO,1552,KEINER RELIGIONSGEM.,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,AKADEM.FREIER BERUF,DEUTSCHLAND,JA,EHEM. BERLIN-OST,NEUE BUNDESLAENDER,MITTELSCHICHT,23.15,OFT,MANCHMAL,MANCHMAL,MANCHMAL,FAST NIE,NIE,FAST NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1198,MAENNLICH,62,VERHEIRAT.ZUSAM.LEB.,2000,2000 - 2249 EURO,1713,ROEMISCH-KATHOLISCH,NA,NA,"VOLKS-,HAUPTSCHULE",HAUPTBERUFL.GANZTAGS,ARBEITER,DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,ARBEITERSCHICHT,29.74,MANCHMAL,MANCHMAL,MANCHMAL,OFT,OFT,MANCHMAL,FAST NIE,MANCHMAL,MANCHMAL,MANCHMAL,OFT,.._duplicated_8
1199,WEIBLICH,19,LEDIG,600,500 - 624 EURO,NA,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,"AZUBI, ETC.",MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,IN AUSBILDUNG,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,ARBEITERSCHICHT,18.42,FAST NIE,MANCHMAL,OFT,OFT,NIE,NIE,NIE,NIE,FAST NIE,FAST NIE,FAST NIE,.._duplicated_8
1200,WEIBLICH,50,GESCHIEDEN,1800,1750 - 1999 EURO,1240,EVANG.OHNE FREIKIRCH,NA,NA,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,EHEM. BERLIN-OST,NEUE BUNDESLAENDER,MITTELSCHICHT,19.05,OFT,MANCHMAL,FAST NIE,OFT,FAST NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1201,MAENNLICH,35,VERHEIRAT.ZUSAM.LEB.,2700,2500 - 2749 EURO,1739,AND.CHRISTL.RELIGION,ERWERBSTAETIG,ERWERBSTAETIG,FACHHOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,"BEAMT,RICHTER,SOLDAT",DEUTSCHLAND,JA,NORDRHEIN-WESTFALEN,ALTE BUNDESLAENDER,MITTELSCHICHT,24.62,MANCHMAL,FAST NIE,OFT,OFT,MANCHMAL,NIE,OFT,FAST NIE,FAST NIE,NIE,MANCHMAL,.._duplicated_8
1202,WEIBLICH,46,VERHEIRAT.ZUSAM.LEB.,NA,NA,NA,ROEMISCH-KATHOLISCH,ERWERBSTAETIG,ERWERBSTAETIG,HOCHSCHULREIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BAYERN,ALTE BUNDESLAENDER,MITTELSCHICHT,21.63,OFT,NIE,OFT,OFT,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_9
1203,WEIBLICH,32,LEDIG,NA,NA,NA,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,SONST.SELBSTAENDIGE,DEUTSCHLAND,JA,MECKLENB.-VORPOMMERN,NEUE BUNDESLAENDER,MITTELSCHICHT,38.06,IMMER,FAST NIE,MANCHMAL,OFT,OFT,NIE,NIE,NIE,NIE,NIE,MANCHMAL,.._duplicated_8
1204,WEIBLICH,41,VERHEIRAT.ZUSAM.LEB.,1600,1500 - 1749 EURO,1462,ROEMISCH-KATHOLISCH,NA,NA,MITTLERE REIFE,HAUPTBERUFL.HALBTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BADEN-WUERTTEMBERG,ALTE BUNDESLAENDER,MITTELSCHICHT,22.49,IMMER,MANCHMAL,FAST NIE,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_8
1205,MAENNLICH,53,VERHEIRAT.ZUSAM.LEB.,NA,NA,NA,KEINER RELIGIONSGEM.,NA,NA,MITTLERE REIFE,HAUPTBERUFL.GANZTAGS,ANGESTELLTER,DEUTSCHLAND,JA,BRANDENBURG,NEUE BUNDESLAENDER,MITTELSCHICHT,33.91,NIE,NIE,OFT,MANCHMAL,NIE,NIE,NIE,NIE,NIE,NIE,NIE,.._duplicated_7
